Sensor 1,Threshold 1,Sensor 2,Threshold 2,Critical Caught,Critical Recall %,False Triggers,False Trigger %,Precision %
temperature_c,32.65,vibration_g,4.87,0,0.0,0,0.0,0.0
temperature_c,37.132,vibration_g,0.21,180,28.94,28,2.86,86.54
temperature_c,37.132,vibration_g,0.24,161,25.88,27,2.76,85.64
temperature_c,37.132,vibration_g,0.31,112,18.01,18,1.84,86.15
temperature_c,37.132,vibration_g,0.37,69,11.09,9,0.92,88.46
temperature_c,37.132,vibration_g,1.872,0,0.0,0,0.0,0.0
temperature_c,37.132,vibration_g,3.31,0,0.0,0,0.0,0.0
temperature_c,37.132,vibration_g,4.101,0,0.0,0,0.0,0.0
temperature_c,37.132,vibration_g,4.87,0,0.0,0,0.0,0.0
temperature_c,44.65,vibration_g,0.21,133,21.38,2,0.2,98.52
temperature_c,44.65,vibration_g,0.24,123,19.77,2,0.2,98.4
temperature_c,44.65,vibration_g,0.31,84,13.5,2,0.2,97.67
temperature_c,44.65,vibration_g,0.37,48,7.72,1,0.1,97.96
temperature_c,44.65,vibration_g,1.872,0,0.0,0,0.0,0.0
temperature_c,44.65,vibration_g,3.31,0,0.0,0,0.0,0.0
temperature_c,44.65,vibration_g,4.101,0,0.0,0,0.0,0.0
temperature_c,44.65,vibration_g,4.87,0,0.0,0,0.0,0.0
temperature_c,51.721,vibration_g,0.21,69,11.09,0,0.0,100.0
temperature_c,51.721,vibration_g,0.24,63,10.13,0,0.0,100.0
temperature_c,51.721,vibration_g,0.31,42,6.75,0,0.0,100.0
temperature_c,51.721,vibration_g,0.37,26,4.18,0,0.0,100.0
temperature_c,51.721,vibration_g,1.872,0,0.0,0,0.0,0.0
temperature_c,51.721,vibration_g,3.31,0,0.0,0,0.0,0.0
temperature_c,51.721,vibration_g,4.101,0,0.0,0,0.0,0.0
temperature_c,51.721,vibration_g,4.87,0,0.0,0,0.0,0.0
humidity_pct,61.78,pressure_hpa,1010.995,86,13.83,293,29.96,22.69
humidity_pct,61.78,pressure_hpa,1011.99,61,9.81,247,25.26,19.81
humidity_pct,61.78,pressure_hpa,1012.93,40,6.43,191,19.53,17.32
humidity_pct,61.78,pressure_hpa,1013.412,34,5.47,163,16.67,17.26
humidity_pct,61.78,pressure_hpa,1014.08,28,4.5,139,14.21,16.77
humidity_pct,61.78,pressure_hpa,1014.852,21,3.38,107,10.94,16.41
humidity_pct,61.78,pressure_hpa,1015.813,13,2.09,67,6.85,16.25
humidity_pct,61.78,pressure_hpa,1016.93,5,0.8,32,3.27,13.51
humidity_pct,63.772,pressure_hpa,1010.995,68,10.93,220,22.49,23.61
humidity_pct,63.772,pressure_hpa,1011.99,46,7.4,180,18.4,20.35
humidity_pct,63.772,pressure_hpa,1012.93,29,4.66,137,14.01,17.47
humidity_pct,63.772,pressure_hpa,1013.412,24,3.86,127,12.99,15.89
humidity_pct,63.772,pressure_hpa,1014.08,21,3.38,109,11.15,16.15
humidity_pct,63.772,pressure_hpa,1014.852,16,2.57,81,8.28,16.49
humidity_pct,63.772,pressure_hpa,1015.813,10,1.61,51,5.21,16.39
humidity_pct,63.772,pressure_hpa,1016.93,4,0.64,25,2.56,13.79
humidity_pct,65.963,pressure_hpa,1010.995,48,7.72,140,14.31,25.53
humidity_pct,65.963,pressure_hpa,1011.99,33,5.31,115,11.76,22.3
humidity_pct,65.963,pressure_hpa,1012.93,21,3.38,87,8.9,19.44
humidity_pct,65.963,pressure_hpa,1013.412,17,2.73,82,8.38,17.17
humidity_pct,65.963,pressure_hpa,1014.08,17,2.73,71,7.26,19.32
humidity_pct,65.963,pressure_hpa,1014.852,13,2.09,53,5.42,19.7
humidity_pct,65.963,pressure_hpa,1015.813,8,1.29,36,3.68,18.18
humidity_pct,65.963,pressure_hpa,1016.93,3,0.48,15,1.53,16.67
humidity_pct,66.98,pressure_hpa,1010.995,33,5.31,108,11.04,23.4
humidity_pct,66.98,pressure_hpa,1011.99,23,3.7,88,9.0,20.72
humidity_pct,66.98,pressure_hpa,1012.93,14,2.25,62,6.34,18.42
humidity_pct,66.98,pressure_hpa,1013.412,13,2.09,57,5.83,18.57
humidity_pct,66.98,pressure_hpa,1014.08,13,2.09,50,5.11,20.63
humidity_pct,66.98,pressure_hpa,1014.852,10,1.61,37,3.78,21.28
humidity_pct,66.98,pressure_hpa,1015.813,6,0.96,26,2.66,18.75
humidity_pct,66.98,pressure_hpa,1016.93,2,0.32,11,1.12,15.38
humidity_pct,68.622,pressure_hpa,1010.995,19,3.05,71,7.26,21.11
humidity_pct,68.622,pressure_hpa,1011.99,12,1.93,56,5.73,17.65
humidity_pct,68.622,pressure_hpa,1012.93,5,0.8,40,4.09,11.11
humidity_pct,68.622,pressure_hpa,1013.412,5,0.8,37,3.78,11.9
humidity_pct,68.622,pressure_hpa,1014.08,5,0.8,31,3.17,13.89
humidity_pct,68.622,pressure_hpa,1014.852,4,0.64,26,2.66,13.33
humidity_pct,68.622,pressure_hpa,1015.813,4,0.64,16,1.64,20.0
humidity_pct,68.622,pressure_hpa,1016.93,1,0.16,9,0.92,10.0
humidity_pct,71.241,pressure_hpa,1010.995,5,0.8,36,3.68,12.2
humidity_pct,71.241,pressure_hpa,1011.99,3,0.48,24,2.45,11.11
humidity_pct,71.241,pressure_hpa,1012.93,2,0.32,16,1.64,11.11
humidity_pct,71.241,pressure_hpa,1013.412,2,0.32,15,1.53,11.76
humidity_pct,71.241,pressure_hpa,1014.08,2,0.32,12,1.23,14.29
humidity_pct,71.241,pressure_hpa,1014.852,1,0.16,9,0.92,10.0
humidity_pct,71.241,pressure_hpa,1015.813,1,0.16,7,0.72,12.5
humidity_pct,71.241,pressure_hpa,1016.93,0,0.0,5,0.51,0.0
humidity_pct,84.093,pressure_hpa,1010.995,0,0.0,7,0.72,0.0
humidity_pct,84.093,pressure_hpa,1011.99,0,0.0,4,0.41,0.0
humidity_pct,84.093,pressure_hpa,1012.93,0,0.0,1,0.1,0.0
humidity_pct,84.093,pressure_hpa,1013.412,0,0.0,1,0.1,0.0
humidity_pct,84.093,pressure_hpa,1014.08,0,0.0,1,0.1,0.0
humidity_pct,84.093,pressure_hpa,1014.852,0,0.0,0,0.0,0.0
humidity_pct,84.093,pressure_hpa,1015.813,0,0.0,0,0.0,0.0
humidity_pct,84.093,pressure_hpa,1016.93,0,0.0,0,0.0,0.0
humidity_pct,89.922,pressure_hpa,1010.995,0,0.0,3,0.31,0.0
humidity_pct,89.922,pressure_hpa,1011.99,0,0.0,2,0.2,0.0
humidity_pct,89.922,pressure_hpa,1012.93,0,0.0,0,0.0,0.0
humidity_pct,89.922,pressure_hpa,1013.412,0,0.0,0,0.0,0.0
humidity_pct,89.922,pressure_hpa,1014.08,0,0.0,0,0.0,0.0
humidity_pct,89.922,pressure_hpa,1014.852,0,0.0,0,0.0,0.0
humidity_pct,89.922,pressure_hpa,1015.813,0,0.0,0,0.0,0.0
humidity_pct,89.922,pressure_hpa,1016.93,0,0.0,0,0.0,0.0
humidity_pct,61.78,mq4_ch4_ppm,215.08,103,16.56,215,21.98,32.39
humidity_pct,61.78,mq4_ch4_ppm,278.816,76,12.22,138,14.11,35.51
humidity_pct,61.78,mq4_ch4_ppm,435.128,76,12.22,25,2.56,75.25
humidity_pct,61.78,mq4_ch4_ppm,656.57,76,12.22,20,2.04,79.17
humidity_pct,61.78,mq4_ch4_ppm,900.84,76,12.22,18,1.84,80.85
humidity_pct,61.78,mq4_ch4_ppm,1190.033,72,11.58,12,1.23,85.71
humidity_pct,61.78,mq4_ch4_ppm,2403.872,56,9.0,2,0.2,96.55
humidity_pct,61.78,mq4_ch4_ppm,3497.03,26,4.18,0,0.0,100.0
humidity_pct,63.772,mq4_ch4_ppm,215.08,73,11.74,204,20.86,26.35
humidity_pct,63.772,mq4_ch4_ppm,278.816,52,8.36,132,13.5,28.26
humidity_pct,63.772,mq4_ch4_ppm,435.128,52,8.36,21,2.15,71.23
humidity_pct,63.772,mq4_ch4_ppm,656.57,52,8.36,16,1.64,76.47
humidity_pct,63.772,mq4_ch4_ppm,900.84,52,8.36,14,1.43,78.79
humidity_pct,63.772,mq4_ch4_ppm,1190.033,49,7.88,9,0.92,84.48
humidity_pct,63.772,mq4_ch4_ppm,2403.872,40,6.43,0,0.0,100.0
humidity_pct,63.772,mq4_ch4_ppm,3497.03,17,2.73,0,0.0,100.0
humidity_pct,65.963,mq4_ch4_ppm,215.08,42,6.75,179,18.3,19.0
humidity_pct,65.963,mq4_ch4_ppm,278.816,28,4.5,120,12.27,18.92
humidity_pct,65.963,mq4_ch4_ppm,435.128,28,4.5,12,1.23,70.0
humidity_pct,65.963,mq4_ch4_ppm,656.57,28,4.5,7,0.72,80.0
humidity_pct,65.963,mq4_ch4_ppm,900.84,28,4.5,6,0.61,82.35
humidity_pct,65.963,mq4_ch4_ppm,1190.033,27,4.34,3,0.31,90.0
humidity_pct,65.963,mq4_ch4_ppm,2403.872,20,3.22,0,0.0,100.0
humidity_pct,65.963,mq4_ch4_ppm,3497.03,8,1.29,0,0.0,100.0
humidity_pct,66.98,mq4_ch4_ppm,215.08,35,5.63,172,17.59,16.91
humidity_pct,66.98,mq4_ch4_ppm,278.816,22,3.54,117,11.96,15.83
humidity_pct,66.98,mq4_ch4_ppm,435.128,22,3.54,10,1.02,68.75
humidity_pct,66.98,mq4_ch4_ppm,656.57,22,3.54,5,0.51,81.48
humidity_pct,66.98,mq4_ch4_ppm,900.84,22,3.54,5,0.51,81.48
humidity_pct,66.98,mq4_ch4_ppm,1190.033,22,3.54,3,0.31,88.0
humidity_pct,66.98,mq4_ch4_ppm,2403.872,16,2.57,0,0.0,100.0
humidity_pct,66.98,mq4_ch4_ppm,3497.03,6,0.96,0,0.0,100.0
humidity_pct,68.622,mq4_ch4_ppm,215.08,15,2.41,163,16.67,8.43
humidity_pct,68.622,mq4_ch4_ppm,278.816,9,1.45,114,11.66,7.32
humidity_pct,68.622,mq4_ch4_ppm,435.128,9,1.45,9,0.92,50.0
humidity_pct,68.622,mq4_ch4_ppm,656.57,9,1.45,4,0.41,69.23
humidity_pct,68.622,mq4_ch4_ppm,900.84,9,1.45,4,0.41,69.23
humidity_pct,68.622,mq4_ch4_ppm,1190.033,9,1.45,3,0.31,75.0
humidity_pct,68.622,mq4_ch4_ppm,2403.872,5,0.8,0,0.0,100.0
humidity_pct,68.622,mq4_ch4_ppm,3497.03,3,0.48,0,0.0,100.0
humidity_pct,71.241,mq4_ch4_ppm,215.08,3,0.48,156,15.95,1.89
humidity_pct,71.241,mq4_ch4_ppm,278.816,1,0.16,109,11.15,0.91
humidity_pct,71.241,mq4_ch4_ppm,435.128,1,0.16,6,0.61,14.29
humidity_pct,71.241,mq4_ch4_ppm,656.57,1,0.16,1,0.1,50.0
humidity_pct,71.241,mq4_ch4_ppm,900.84,1,0.16,1,0.1,50.0
humidity_pct,71.241,mq4_ch4_ppm,1190.033,1,0.16,1,0.1,50.0
humidity_pct,71.241,mq4_ch4_ppm,2403.872,0,0.0,0,0.0,0.0
humidity_pct,71.241,mq4_ch4_ppm,3497.03,0,0.0,0,0.0,0.0
humidity_pct,84.093,mq4_ch4_ppm,215.08,0,0.0,127,12.99,0.0
humidity_pct,84.093,mq4_ch4_ppm,278.816,0,0.0,90,9.2,0.0
humidity_pct,84.093,mq4_ch4_ppm,435.128,0,0.0,5,0.51,0.0
humidity_pct,84.093,mq4_ch4_ppm,656.57,0,0.0,0,0.0,0.0
humidity_pct,84.093,mq4_ch4_ppm,900.84,0,0.0,0,0.0,0.0
humidity_pct,84.093,mq4_ch4_ppm,1190.033,0,0.0,0,0.0,0.0
humidity_pct,84.093,mq4_ch4_ppm,2403.872,0,0.0,0,0.0,0.0
humidity_pct,84.093,mq4_ch4_ppm,3497.03,0,0.0,0,0.0,0.0
humidity_pct,89.922,mq4_ch4_ppm,215.08,0,0.0,59,6.03,0.0
humidity_pct,89.922,mq4_ch4_ppm,278.816,0,0.0,43,4.4,0.0
humidity_pct,89.922,mq4_ch4_ppm,435.128,0,0.0,3,0.31,0.0
humidity_pct,89.922,mq4_ch4_ppm,656.57,0,0.0,0,0.0,0.0
humidity_pct,89.922,mq4_ch4_ppm,900.84,0,0.0,0,0.0,0.0
humidity_pct,89.922,mq4_ch4_ppm,1190.033,0,0.0,0,0.0,0.0
humidity_pct,89.922,mq4_ch4_ppm,2403.872,0,0.0,0,0.0,0.0
humidity_pct,89.922,mq4_ch4_ppm,3497.03,0,0.0,0,0.0,0.0
humidity_pct,61.78,mq135_gas_ppm,93.995,102,16.4,257,26.28,28.41
humidity_pct,61.78,mq135_gas_ppm,117.218,50,8.04,211,21.57,19.16
humidity_pct,61.78,mq135_gas_ppm,173.78,8,1.29,190,19.43,4.04
humidity_pct,61.78,mq135_gas_ppm,254.158,0,0.0,163,16.67,0.0
humidity_pct,61.78,mq135_gas_ppm,328.848,0,0.0,128,13.09,0.0
humidity_pct,61.78,mq135_gas_ppm,403.737,0,0.0,87,8.9,0.0
humidity_pct,61.78,mq135_gas_ppm,470.341,0,0.0,51,5.21,0.0
humidity_pct,61.78,mq135_gas_ppm,532.443,0,0.0,10,1.02,0.0
humidity_pct,63.772,mq135_gas_ppm,93.995,72,11.58,250,25.56,22.36
humidity_pct,63.772,mq135_gas_ppm,117.218,33,5.31,208,21.27,13.69
humidity_pct,63.772,mq135_gas_ppm,173.78,6,0.96,190,19.43,3.06
humidity_pct,63.772,mq135_gas_ppm,254.158,0,0.0,163,16.67,0.0
humidity_pct,63.772,mq135_gas_ppm,328.848,0,0.0,128,13.09,0.0
humidity_pct,63.772,mq135_gas_ppm,403.737,0,0.0,87,8.9,0.0
humidity_pct,63.772,mq135_gas_ppm,470.341,0,0.0,51,5.21,0.0
humidity_pct,63.772,mq135_gas_ppm,532.443,0,0.0,10,1.02,0.0
humidity_pct,65.963,mq135_gas_ppm,93.995,45,7.23,228,23.31,16.48
humidity_pct,65.963,mq135_gas_ppm,117.218,20,3.22,201,20.55,9.05
humidity_pct,65.963,mq135_gas_ppm,173.78,1,0.16,189,19.33,0.53
humidity_pct,65.963,mq135_gas_ppm,254.158,0,0.0,163,16.67,0.0
humidity_pct,65.963,mq135_gas_ppm,328.848,0,0.0,128,13.09,0.0
humidity_pct,65.963,mq135_gas_ppm,403.737,0,0.0,87,8.9,0.0
humidity_pct,65.963,mq135_gas_ppm,470.341,0,0.0,51,5.21,0.0
humidity_pct,65.963,mq135_gas_ppm,532.443,0,0.0,10,1.02,0.0
humidity_pct,66.98,mq135_gas_ppm,93.995,35,5.63,216,22.09,13.94
humidity_pct,66.98,mq135_gas_ppm,117.218,17,2.73,196,20.04,7.98
humidity_pct,66.98,mq135_gas_ppm,173.78,1,0.16,189,19.33,0.53
humidity_pct,66.98,mq135_gas_ppm,254.158,0,0.0,163,16.67,0.0
humidity_pct,66.98,mq135_gas_ppm,328.848,0,0.0,128,13.09,0.0
humidity_pct,66.98,mq135_gas_ppm,403.737,0,0.0,87,8.9,0.0
humidity_pct,66.98,mq135_gas_ppm,470.341,0,0.0,51,5.21,0.0
humidity_pct,66.98,mq135_gas_ppm,532.443,0,0.0,10,1.02,0.0
humidity_pct,68.622,mq135_gas_ppm,93.995,16,2.57,210,21.47,7.08
humidity_pct,68.622,mq135_gas_ppm,117.218,8,1.29,194,19.84,3.96
humidity_pct,68.622,mq135_gas_ppm,173.78,0,0.0,189,19.33,0.0
humidity_pct,68.622,mq135_gas_ppm,254.158,0,0.0,163,16.67,0.0
humidity_pct,68.622,mq135_gas_ppm,328.848,0,0.0,128,13.09,0.0
humidity_pct,68.622,mq135_gas_ppm,403.737,0,0.0,87,8.9,0.0
humidity_pct,68.622,mq135_gas_ppm,470.341,0,0.0,51,5.21,0.0
humidity_pct,68.622,mq135_gas_ppm,532.443,0,0.0,10,1.02,0.0
humidity_pct,71.241,mq135_gas_ppm,93.995,3,0.48,198,20.25,1.49
humidity_pct,71.241,mq135_gas_ppm,117.218,1,0.16,191,19.53,0.52
humidity_pct,71.241,mq135_gas_ppm,173.78,0,0.0,189,19.33,0.0
humidity_pct,71.241,mq135_gas_ppm,254.158,0,0.0,163,16.67,0.0
humidity_pct,71.241,mq135_gas_ppm,328.848,0,0.0,128,13.09,0.0
humidity_pct,71.241,mq135_gas_ppm,403.737,0,0.0,87,8.9,0.0
humidity_pct,71.241,mq135_gas_ppm,470.341,0,0.0,51,5.21,0.0
humidity_pct,71.241,mq135_gas_ppm,532.443,0,0.0,10,1.02,0.0
humidity_pct,84.093,mq135_gas_ppm,93.995,0,0.0,160,16.36,0.0
humidity_pct,84.093,mq135_gas_ppm,117.218,0,0.0,160,16.36,0.0
humidity_pct,84.093,mq135_gas_ppm,173.78,0,0.0,160,16.36,0.0
humidity_pct,84.093,mq135_gas_ppm,254.158,0,0.0,138,14.11,0.0
humidity_pct,84.093,mq135_gas_ppm,328.848,0,0.0,110,11.25,0.0
humidity_pct,84.093,mq135_gas_ppm,403.737,0,0.0,73,7.46,0.0
humidity_pct,84.093,mq135_gas_ppm,470.341,0,0.0,43,4.4,0.0
humidity_pct,84.093,mq135_gas_ppm,532.443,0,0.0,8,0.82,0.0
humidity_pct,89.922,mq135_gas_ppm,93.995,0,0.0,80,8.18,0.0
humidity_pct,89.922,mq135_gas_ppm,117.218,0,0.0,80,8.18,0.0
humidity_pct,89.922,mq135_gas_ppm,173.78,0,0.0,80,8.18,0.0
humidity_pct,89.922,mq135_gas_ppm,254.158,0,0.0,71,7.26,0.0
humidity_pct,89.922,mq135_gas_ppm,328.848,0,0.0,58,5.93,0.0
humidity_pct,89.922,mq135_gas_ppm,403.737,0,0.0,39,3.99,0.0
humidity_pct,89.922,mq135_gas_ppm,470.341,0,0.0,23,2.35,0.0
humidity_pct,89.922,mq135_gas_ppm,532.443,0,0.0,6,0.61,0.0
humidity_pct,61.78,sound_db,60.645,168,27.01,156,15.95,51.85
humidity_pct,61.78,sound_db,64.358,152,24.44,116,11.86,56.72
humidity_pct,61.78,sound_db,69.512,135,21.7,95,9.71,58.7
humidity_pct,61.78,sound_db,72.675,130,20.9,85,8.69,60.47
humidity_pct,61.78,sound_db,76.926,125,20.1,69,7.06,64.43
humidity_pct,61.78,sound_db,85.569,123,19.77,34,3.48,78.34
humidity_pct,61.78,sound_db,93.843,101,16.24,6,0.61,94.39
humidity_pct,61.78,sound_db,106.99,52,8.36,0,0.0,100.0
humidity_pct,63.772,sound_db,60.645,124,19.94,125,12.78,49.8
humidity_pct,63.772,sound_db,64.358,114,18.33,99,10.12,53.52
humidity_pct,63.772,sound_db,69.512,101,16.24,84,8.59,54.59
humidity_pct,63.772,sound_db,72.675,97,15.59,75,7.67,56.4
humidity_pct,63.772,sound_db,76.926,94,15.11,60,6.13,61.04
humidity_pct,63.772,sound_db,85.569,92,14.79,27,2.76,77.31
humidity_pct,63.772,sound_db,93.843,75,12.06,5,0.51,93.75
humidity_pct,63.772,sound_db,106.99,37,5.95,0,0.0,100.0
humidity_pct,65.963,sound_db,60.645,85,13.67,89,9.1,48.85
humidity_pct,65.963,sound_db,64.358,76,12.22,71,7.26,51.7
humidity_pct,65.963,sound_db,69.512,71,11.41,61,6.24,53.79
humidity_pct,65.963,sound_db,72.675,71,11.41,57,5.83,55.47
humidity_pct,65.963,sound_db,76.926,69,11.09,45,4.6,60.53
humidity_pct,65.963,sound_db,85.569,68,10.93,21,2.15,76.4
humidity_pct,65.963,sound_db,93.843,55,8.84,5,0.51,91.67
humidity_pct,65.963,sound_db,106.99,28,4.5,0,0.0,100.0
humidity_pct,66.98,sound_db,60.645,63,10.13,70,7.16,47.37
humidity_pct,66.98,sound_db,64.358,54,8.68,54,5.52,50.0
humidity_pct,66.98,sound_db,69.512,50,8.04,45,4.6,52.63
humidity_pct,66.98,sound_db,72.675,50,8.04,43,4.4,53.76
humidity_pct,66.98,sound_db,76.926,49,7.88,35,3.58,58.33
humidity_pct,66.98,sound_db,85.569,48,7.72,17,1.74,73.85
humidity_pct,66.98,sound_db,93.843,40,6.43,4,0.41,90.91
humidity_pct,66.98,sound_db,106.99,18,2.89,0,0.0,100.0
humidity_pct,68.622,sound_db,60.645,34,5.47,53,5.42,39.08
humidity_pct,68.622,sound_db,64.358,28,4.5,42,4.29,40.0
humidity_pct,68.622,sound_db,69.512,27,4.34,36,3.68,42.86
humidity_pct,68.622,sound_db,72.675,27,4.34,35,3.58,43.55
humidity_pct,68.622,sound_db,76.926,27,4.34,28,2.86,49.09
humidity_pct,68.622,sound_db,85.569,27,4.34,14,1.43,65.85
humidity_pct,68.622,sound_db,93.843,22,3.54,3,0.31,88.0
humidity_pct,68.622,sound_db,106.99,8,1.29,0,0.0,100.0
humidity_pct,71.241,sound_db,60.645,8,1.29,26,2.66,23.53
humidity_pct,71.241,sound_db,64.358,8,1.29,24,2.45,25.0
humidity_pct,71.241,sound_db,69.512,8,1.29,22,2.25,26.67
humidity_pct,71.241,sound_db,72.675,8,1.29,22,2.25,26.67
humidity_pct,71.241,sound_db,76.926,8,1.29,17,1.74,32.0
humidity_pct,71.241,sound_db,85.569,8,1.29,8,0.82,50.0
humidity_pct,71.241,sound_db,93.843,7,1.13,2,0.2,77.78
humidity_pct,71.241,sound_db,106.99,2,0.32,0,0.0,100.0
humidity_pct,84.093,sound_db,60.645,0,0.0,0,0.0,0.0
humidity_pct,84.093,sound_db,64.358,0,0.0,0,0.0,0.0
humidity_pct,84.093,sound_db,69.512,0,0.0,0,0.0,0.0
humidity_pct,84.093,sound_db,72.675,0,0.0,0,0.0,0.0
humidity_pct,84.093,sound_db,76.926,0,0.0,0,0.0,0.0
humidity_pct,84.093,sound_db,85.569,0,0.0,0,0.0,0.0
humidity_pct,84.093,sound_db,93.843,0,0.0,0,0.0,0.0
humidity_pct,84.093,sound_db,106.99,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,60.645,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,64.358,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,69.512,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,72.675,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,76.926,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,85.569,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,93.843,0,0.0,0,0.0,0.0
humidity_pct,89.922,sound_db,106.99,0,0.0,0,0.0,0.0
humidity_pct,61.78,vibration_g,0.21,161,25.88,174,17.79,48.06
humidity_pct,61.78,vibration_g,0.24,153,24.6,126,12.88,54.84
humidity_pct,61.78,vibration_g,0.31,134,21.54,93,9.51,59.03
humidity_pct,61.78,vibration_g,0.37,123,19.77,90,9.2,57.75
humidity_pct,61.78,vibration_g,1.872,122,19.61,90,9.2,57.55
humidity_pct,61.78,vibration_g,3.31,73,11.74,88,9.0,45.34
humidity_pct,61.78,vibration_g,4.101,39,6.27,67,6.85,36.79
humidity_pct,61.78,vibration_g,4.87,6,0.96,45,4.6,11.76
humidity_pct,63.772,vibration_g,0.21,118,18.97,144,14.72,45.04
humidity_pct,63.772,vibration_g,0.24,115,18.49,109,11.15,51.34
humidity_pct,63.772,vibration_g,0.31,101,16.24,82,8.38,55.19
humidity_pct,63.772,vibration_g,0.37,92,14.79,80,8.18,53.49
humidity_pct,63.772,vibration_g,1.872,92,14.79,80,8.18,53.49
humidity_pct,63.772,vibration_g,3.31,55,8.84,78,7.98,41.35
humidity_pct,63.772,vibration_g,4.101,30,4.82,60,6.13,33.33
humidity_pct,63.772,vibration_g,4.87,3,0.48,39,3.99,7.14
humidity_pct,65.963,vibration_g,0.21,79,12.7,100,10.22,44.13
humidity_pct,65.963,vibration_g,0.24,78,12.54,77,7.87,50.32
humidity_pct,65.963,vibration_g,0.31,70,11.25,61,6.24,53.44
humidity_pct,65.963,vibration_g,0.37,68,10.93,60,6.13,53.12
humidity_pct,65.963,vibration_g,1.872,68,10.93,60,6.13,53.12
humidity_pct,65.963,vibration_g,3.31,40,6.43,58,5.93,40.82
humidity_pct,65.963,vibration_g,4.101,23,3.7,46,4.7,33.33
humidity_pct,65.963,vibration_g,4.87,2,0.32,30,3.07,6.25
humidity_pct,66.98,vibration_g,0.21,56,9.0,73,7.46,43.41
humidity_pct,66.98,vibration_g,0.24,55,8.84,59,6.03,48.25
humidity_pct,66.98,vibration_g,0.31,49,7.88,46,4.7,51.58
humidity_pct,66.98,vibration_g,0.37,48,7.72,45,4.6,51.61
humidity_pct,66.98,vibration_g,1.872,48,7.72,45,4.6,51.61
humidity_pct,66.98,vibration_g,3.31,27,4.34,43,4.4,38.57
humidity_pct,66.98,vibration_g,4.101,16,2.57,36,3.68,30.77
humidity_pct,66.98,vibration_g,4.87,2,0.32,24,2.45,7.69
humidity_pct,68.622,vibration_g,0.21,29,4.66,54,5.52,34.94
humidity_pct,68.622,vibration_g,0.24,29,4.66,45,4.6,39.19
humidity_pct,68.622,vibration_g,0.31,27,4.34,37,3.78,42.19
humidity_pct,68.622,vibration_g,0.37,27,4.34,36,3.68,42.86
humidity_pct,68.622,vibration_g,1.872,27,4.34,36,3.68,42.86
humidity_pct,68.622,vibration_g,3.31,17,2.73,35,3.58,32.69
humidity_pct,68.622,vibration_g,4.101,10,1.61,29,2.97,25.64
humidity_pct,68.622,vibration_g,4.87,1,0.16,20,2.04,4.76
humidity_pct,71.241,vibration_g,0.21,8,1.29,30,3.07,21.05
humidity_pct,71.241,vibration_g,0.24,8,1.29,25,2.56,24.24
humidity_pct,71.241,vibration_g,0.31,8,1.29,22,2.25,26.67
humidity_pct,71.241,vibration_g,0.37,8,1.29,22,2.25,26.67
humidity_pct,71.241,vibration_g,1.872,8,1.29,22,2.25,26.67
humidity_pct,71.241,vibration_g,3.31,5,0.8,21,2.15,19.23
humidity_pct,71.241,vibration_g,4.101,3,0.48,19,1.94,13.64
humidity_pct,71.241,vibration_g,4.87,0,0.0,16,1.64,0.0
humidity_pct,84.093,vibration_g,0.21,0,0.0,0,0.0,0.0
humidity_pct,84.093,vibration_g,0.24,0,0.0,0,0.0,0.0
humidity_pct,84.093,vibration_g,0.31,0,0.0,0,0.0,0.0
humidity_pct,84.093,vibration_g,0.37,0,0.0,0,0.0,0.0
humidity_pct,84.093,vibration_g,1.872,0,0.0,0,0.0,0.0
humidity_pct,84.093,vibration_g,3.31,0,0.0,0,0.0,0.0
humidity_pct,84.093,vibration_g,4.101,0,0.0,0,0.0,0.0
humidity_pct,84.093,vibration_g,4.87,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,0.21,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,0.24,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,0.31,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,0.37,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,1.872,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,3.31,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,4.101,0,0.0,0,0.0,0.0
humidity_pct,89.922,vibration_g,4.87,0,0.0,0,0.0,0.0
pressure_hpa,1010.995,mq4_ch4_ppm,215.08,151,24.28,93,9.51,61.89
pressure_hpa,1010.995,mq4_ch4_ppm,278.816,129,20.74,43,4.4,75.0
pressure_hpa,1010.995,mq4_ch4_ppm,435.128,116,18.65,28,2.86,80.56
pressure_hpa,1010.995,mq4_ch4_ppm,656.57,89,14.31,21,2.15,80.91
pressure_hpa,1010.995,mq4_ch4_ppm,900.84,62,9.97,18,1.84,77.5
pressure_hpa,1010.995,mq4_ch4_ppm,1190.033,40,6.43,10,1.02,80.0
pressure_hpa,1010.995,mq4_ch4_ppm,2403.872,29,4.66,2,0.2,93.55
